Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Liverpool  (1741) , a 44-gun frigate, was to have been named Enterprise , but was renamed five months before her launch in 1741.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Enterprize  (1775) was a 10-gun tender captured by the Americans in 1775.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Enterprise  (1824) was a wooden paddle gunvessel purchased in 1824 and in service until 1830.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS Enterprise was to have been a wooden screw sloop. She was laid down in 1861, renamed HMS Circassian in 1862 but cancelled in 1863.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise , was a British East India Company's armed paddle steamer that served alongside the Fleet in the First China War from 1839 to 1840 and the Second Burmese War in 1852.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise , was an uncommissioned tugboat that was in service at Portsmouth Dockyard from 1899 to 1919 when she was renamed Emprise . She continued to serve until 1947.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise , was an uncommissioned auxiliary patrol anti-submarine net drifter with Harwich local forces from 1914 to 1918.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise II , was an uncommissioned drifter, originally based at Larne but transferred to Italian waters in November 1915. In March 1916 she struck a naval mine off Brindisi and sank with eight casualties.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,USS Enterprise (disambiguation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erebus,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Erebus  (1856) was a 16-gun iron screw floating battery launched in 1856 and sold in 1884.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erebus,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colledge, J. J. ; Warlow, Ben (2006) [1969]. Ships of the Royal Navy: The Complete Record of all Fighting Ships of the Royal Navy (Rev. ed.). London: Chatham Publishing. ISBN   978-1-86176-281-8 . OCLC   67375475 .  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eridge,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Eridge  (1916) was a Racecourse-class paddle minesweeper launched in 1916 and sold in 1922.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erne,,,,,,,,,,,,,,,,,,,,,,,,,,,"The 20-gun sixth-rate post ship HMS  Erne  (1813) , launched in 1813 and wrecked in 1819 on the Isle of Sal, Cape Verde . [1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erne,,,,,,,,,,,,,,,,,,,,,,,,,,,The Albacore -class gunboat HMS  Erne  (1856) launched in 1856 and broken up in 1874.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erne,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colledge, J. J. ; Warlow, Ben (2006) [1969]. Ships of the Royal Navy: The Complete Record of all Fighting Ships of the Royal Navy (Rev. ed.). London: Chatham Publishing. ISBN   978-1-86176-281-8 . OCLC   67375475 .  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erne,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gossett, William Patrick (1986) The lost ships of the Royal Navy, 1793-1900 . (London:Mansell). ISBN 0-7201-1816-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escort,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Escort  (1757) was a 14-gun sloop , formerly a French privateer . She was captured in 1757 and sold in 1768.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escort,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Escort  (1801) was a 12-gun gun-brig launched in 1801 and transferred to Customs in 1815.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escort,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Escort  (1856) was an Albacore -class wooden screw gunboat launched in 1856 and broken up in 1865.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esk,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Esk  (1813) , a 20-gun post ship launched in 1813. She was sold in 1829.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esk,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Esk  (1877) , an iron screw gunboat launched in 1877. She was sold in 1903.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esk,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Esk  (1905) , a tender transferred from the War Department in 1905. She was sold in 1920.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esk,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colledge, J. J. ; Warlow, Ben (2006) [1969]. Ships of the Royal Navy: The Complete Record of all Fighting Ships of the Royal Navy (Rev. ed.). London: Chatham Publishing. ISBN   978-1-86176-281-8 . OCLC   67375475 .  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esperance,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Esperance  (1626) was a sloop captured in 1626 and given away in 1632.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espiegle,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Espiegle  (1793) was a 16-gun French brig-sloop , launched at Bayonne in 1788. Nymphe and Circe captured her off Ushant on 30 November 1793. [1] She was sold in 1802. [2] [3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espiegle,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Espiegle  (1794) was a French 12-gun aviso launched in 1793 at Saint-Malo . Iphigenia captured her in the Antilles on 16 March 1794. [Note 1] She was commissioned under Lieutenant John Fishley. The Navy sold her in 1800. [8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espiegle,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Espiegle  (1804) was a 16-gun sloop , formerly the civilian vessel Wembury . The Admiralty purchased her in 1804 and sold her in 1811 for breaking up.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espiegle,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Espiegle  (1812) was an 18-gun Cruizer -class brig-sloop launched in 1812 and sold in 1832.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espiegle,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Espiegle  (1844) was a 12-gun brig launched in 1844 and sold in 1861.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espiegle,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Espiegle  (1900) was a Cadmus -class sloop launched in 1900 and sold in 1923.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espiegle,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Espiegle  (J216) was an Algerine -class minesweeper launched in 1942 and broken up in 1967.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espiegle,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colledge, J. J. ; Warlow, Ben (2006) [1969]. Ships of the Royal Navy: The Complete Record of all Fighting Ships of the Royal Navy (Rev. ed.). London: Chatham Publishing. ISBN   978-1-86176-281-8 . OCLC   67375475 .  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espiegle,,,,,,,,,,,,,,,,,,,,,,,,,,,"Demerliac, Alain (1996) La Marine De Louis XVI: Nomenclature Des Navires Français De 1774 À 1792 . (Nice: Éditions OMEGA). ISBN 2-906381-23-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espiegle,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winfield, Rif (2008). British Warships in the Age of Sail 1793–1817: Design, Construction, Careers and Fates . Seaforth. ISBN   1-86176-246-1 .  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espiegle,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winfield, Rif & Stephen S Roberts (2015) French Warships in the Age of Sail 1786 - 1861: Design Construction, Careers and Fates . (Seaforth Publishing). ISBN 9781848322042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espion,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS Espion was a 16-gun French Levrette -class cutter launched in 1781, captured in 1782 and sold in 1784. [1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espion,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS Espion was the 16-gun French privateer sloop Robert that the British captured in 1793. The French recaptured her in 1794, [2] before the British recaptured her in 1795. [3] There being another Espion in service by then, the British renamed their capture HMS Spy and she served under that name until the Navy sold her in 1801. She then became a whaling ship , a privateer, and again a whaler, serving in the South Seas whale fisheries until at least 1813. [4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espion,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS Espion was the French frigate Atalante , which the British captured in 1794 and later converted to a store or troopship. She was wrecked, with no loss of life, in 1799. [5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espion,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton, Jane M. (2014) Ships employed in the South Sea Whale Fishery from Britain: 1775-1815: An alphabetical list of ships . (Berforts Group). ISBN 978-1908616524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espion,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colledge, J. J. ; Warlow, Ben (2006) [1969]. Ships of the Royal Navy: The Complete Record of all Fighting Ships of the Royal Navy (Rev. ed.). London: Chatham Publishing. ISBN   978-1-86176-281-8 . OCLC   67375475 .  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espion,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hepper, David J. (1994). British Warship Losses in the Age of Sail, 1650-1859 . Rotherfield: Jean Boudriot. ISBN   0-948864-30-3 .  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espoir,,,,,,,,,,,,,,,,,,,,,,,,,,,"The first HMS Espoir was a sloop sold on 23 March 1784, origin unknown.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espoir,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Espoir  (1826) was Cherokee -class brig-sloop launched on 9 May, and sold in 1857.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espoir,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Espoir  (1860) was a Philomel -class gunvessel launched 6 January, and armed with one 68-pounder and four 24-pounder howitzers. In 1869 she was converted to a dredger with the designation YC19. She was broken up in Bermuda in June 1881.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espoir,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Espoir  (1880) was a Banterer -class gunboat launched on 2 November and armed with two 64-pounder guns and two 20-pounder smoothbores. She was converted to a tug in 1895 and on the sale list in 1903.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espoir,,,,,,,,,,,,,,,,,,,,,,,,,,,"The last HMS Espoir was laid down for the Royal Navy on 23 October 1942 in Seattle as HMS Espoir (BAM-23), a Catherine -class minesweeper. However she was retained by the United States Navy as USS  Triumph .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espoir,,,,,,,,,,,,,,,,,,,,,,,,,,,French ship  Espoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espoir,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colledge, J. J. ; Warlow, Ben (2006) [1969]. Ships of the Royal Navy: The Complete Record of all Fighting Ships of the Royal Navy (Rev. ed.). London: Chatham Publishing. ISBN   978-1-86176-281-8 . OCLC   67375475 .  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espoir,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winfield, Rif & Lyon, David (2004). The Sail and Steam Navy List: All the Ships of the Royal Navy 1815–1889 . London: Chatham Publishing. ISBN   978-1-86176-032-6 . OCLC   52620555 .  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essex,,,,,,,,,,,,,,,,,,,,,,,,,,,"English ship Essex (1653) , a 60-gun ship launched by the Commonwealth of England in 1653 and renamed HMS Essex in 1660; captured by the Dutch in 1666.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essington,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS Essington (BDE-21), a frigate laid down in 1942 in the United States for the Royal Navy which was retained by the United States Navy, in which she was in commission as the destroyer escort USS  Harold C. Thomas  (DE-21) from 1943 to 1945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essington,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Essington  (M1134) , a coastal minesweeper launched in 1954 and transferred to the Malaysian Navy in 1964",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essington,,,,,,,,,,,,,,,,,,,,,,,,,,,Captain-class frigate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essington,,,,,,,,,,,,,,,,,,,,,,,,,,,Ton-class minesweeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etna,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Aetna  (1691) was an 8-gun fireship launched in 1691 and captured by the French in 1697.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etna,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Aetna  (1739) was an 8-gun fireship purchased in 1739 and sold in 1746.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etna,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Etna  (1756) was an 8-gun fireship purchased in 1756. She was converted into a sloop later that year and was sold in 1763.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etna,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Etna  (1771) was an 8-gun fireship purchased in 1771. She was renamed HMS Scorpion and converted into a sloop later that year and was sold in 1780.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etna,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Aetna  (1776) was an 8-gun bomb vessel launched in 1776 and broken up in 1784.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etna,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Aetna  (1824) was a 6-gun bomb vessel launched in 1824. She was converted to a survey ship in 1826 and was sold in 1846.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etna,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colledge, J. J. ; Warlow, Ben (2006) [1969]. Ships of the Royal Navy: The Complete Record of all Fighting Ships of the Royal Navy (Rev. ed.). London: Chatham Publishing. ISBN   978-1-86176-281-8 . OCLC   67375475 .  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ettrick,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS Ettrick was the Mersey-type Admiralty trawler Samuel Jameson , [Note 1] launched in 1918 and renamed Ettrick in 1920. She was sold in 1926, renamed Loughrigg and served during World War II as Phyllisia .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ettrick,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS Ettrick was to have been the name of the Flower-class corvette HMS  Tamarisk , but she was renamed before her launch in 1941.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ettrick,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colledge, J. J. ; Warlow, Ben (2006) [1969]. Ships of the Royal Navy: The Complete Record of all Fighting Ships of the Royal Navy (Rev. ed.). London: Chatham Publishing. ISBN   978-1-86176-281-8 . OCLC   67375475 .  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphrates,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Euphrates  (1813) was a 36-gun fifth rate built as HMS Greyhound , but renamed in 1812 and launched in 1813. She was sold in 1818.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphrates,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS Euphrates was to have been a 46-gun fifth rate. She was laid down, but cancelled in 1831.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphrates,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Euphrates  (1828) was a 10-gun brig launched in 1828.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphrates,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Euphrates  (1834) was a paddle gunboat built in Britain and re-erected on the Tigris in 1834. Her fate is unknown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphrates,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS Euphrates was to have been a wooden screw frigate , laid down in 1847 and cancelled in 1849.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphrates,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS Euphrates was to have been an Emerald -class light cruiser , laid down in 1918 and cancelled in 1919.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Europa  (1673) was a hulk, a former Dutch ship captured in 1673. She was burnt by accident in 1675.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Europa  (1782) was a gunboat commissioned in 1782. She was one of 12 that the garrison at Gibraltar launched during the Great Siege of Gibraltar . Each was armed with an 18-pounder gun, and received a crew of 21 men drawn from Royal Navy vessels stationed at Gibraltar. Porcupine provided Europa ' s crew. [1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Europa  (1854) was a transport hired in 1854.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Europa  (shore establishment) was the name of the Central Depot for the Royal Naval Patrol Service in Lowestoft from early in the Second World War until she was decommissioned in 1946. It was originally the garden of a private house and was called Sparrows Nest . When first opened in September 1939 it was called Pembroke X .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurotas,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Eurotas  (1813) was a 38-gun fifth rate launched in 1813 and broken up in 1817.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurotas,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Eurotas  (1829) was a 46-gun fifth rate launched in 1829, converted to screw propulsion in 1856 and sold in 1865.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euryalus,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS  Euryalus  (1877) , launched in 1877, was a Bacchante -class iron screw corvette , sold in 1897.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenders and depot ships: HMS  Handy was HMS Excellent between 1891 and 1916. HMS  Drudge was HMS Excellent between 1916 and 1918. William Leach was HMS Excellent between 1919 and 1920. Andrew Jewer was HMS Excellent between 1922 and 1948. Hainneville was HMS Excellent in 1942. Harbour launch 3711 was HMS Excellent between 1945 and 1962.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exe,,,,,,,,,,,,,,,,,,,,,,,,,,,HMS  Exe  (1918) was a fishery protection gunboat launched in 1918 as the trawler HMS Thomas Jarvis and renamed Exe in September 1920. She was sold in 1928.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter,,,,,,,,,,,,,,,,,,,,,,,,,,,"HMS Exeter was planned as a Type 61 frigate . She was ordered in 1956, but cancelled in 1957.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sadras , 1782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter,,,,,,,,,,,,,,,,,,,,,,,,,,,"Providien , 1782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter,,,,,,,,,,,,,,,,,,,,,,,,,,,"Negapatam , 1782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
