Edsall class,85,85,Destroyer Escort,1200 BRT ,306 feet ,186 men ,"3 3"" guns 2 40mm and 8 20mm 2 depth charge throwers 3 21"" torpedo tubes ",21 knots,Diesels ,6000 , ,http://uboat.net/allies/warships/class/81.html
Rudderow class,22,22,Destroyer Escort,1450 BRT ,306 feet ,220 men ,"2 5"" guns various smaller guns depth charge throwers ",24 knots,Geared-turbines or turbo-electric (20 ships) ,12000 , ,http://uboat.net/allies/warships/class/82.html
John C. Butler class,83,87,Destroyer Escort,1350 BRT ,306 feet ,186 men ,2 5” guns 4 40mm and 10 20mm 3 21” torpedo tubes 2 depth charge tracks 8 depth charge projectors 1 hedge hog ,24 knots,Geared-turbines ,12000 , ,http://uboat.net/allies/warships/class/83.html
Benham class,10,10,Destroyer,1500 BRT ,341 feet ,251 men ,"4 5"" guns 16 21"" torpedo tubes ",36.5 knots,Geared-turbines ,42800 ,"This class of destroyers, commissioned in 1938 and 1939, was based in part on their previous Gridley and Bagley classes. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ",http://uboat.net/allies/warships/class/84.html
Sims class,12,12,Destroyer,1720 BRT ,347 feet ,251 men ,"5 5"" guns 12 21"" torpedo tubes ",37 knots,,,"This was the last class of destroyers completed for the US Navy prior to WWII. These ships were longer than their predecessors and led the way for the wartime production of larger, faster and more powerful destroyer classes. Of the 12 ships 5 were lost during the war - none being in service after 1946. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ",http://uboat.net/allies/warships/class/85.html
Bristol class,72,72,Destroyer,1630 BRT ,348 feet ,276 men ,"4 5"" guns 5 21"" torpedo tubes ",35 knots,,, ,http://uboat.net/allies/warships/class/86.html
Benson / Gleaves class,24,24,Destroyer,1620 BRT ,348 feet ,276 men ,"5 5"" guns 10 21"" torpedo tubes ",37 knots,Geared-turbines ,50000 ,This class was an improvement on the previous Sims class. The Gleaves type vessels were identical apart from different shape of their smoke stacks. This class was had their machinery arranged in a way to increase the likelihood of surviving a torpedo hit. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ,http://uboat.net/allies/warships/class/87.html
Mahan class,18,18,Destroyer,1500 BRT ,334 feet ,158 men ,"5 5"" guns 12 21"" torpedo tubes ",36 knots,"Geared-turbines, 4 boilers, 2 shafts ",42800 ,"Two of these ships, USS Dunlap and USS Fanning, are sometimes referred to being in the Dunlap class since they were slightly modified Mahan class ships. These ships were among 6 1500-ton destroyer classes meant to modernize the US Navy. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ",http://uboat.net/allies/warships/class/88.html
Somers class,5,5,Destroyer,1850 BRT ,371 feet ,198 men ,"8 5"" guns various smaller guns 12 torpedo tubes ",37 knots,Geared-turbines ,52000 ,The Somers class was designed to counter the new large destroyers being built by Japan in the early 30's. They used new boilers enabling them to use only one smokestack and add another torpedo tube mount. These ships were overweight and top heavy - all 4 surviving ships being scrapped in 1946. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ,http://uboat.net/allies/warships/class/89.html
Farragut class,8,8,Destroyer,1395 BRT ,341 feet ,162 men ,"5 5"" guns 8 21"" torpedo tubes ",36 knots,Geared-turbines ,42800 ,"The Farragut class was the first of 6 classes of destroyers make since the last Clemson class ships of 1922. These ships were meant to modernize the aging US Navy destroyer fleet. The Farragut class ships were slightly larger than the Clemsons, faster and had only two smoke stacks instead of the previous four. All 8 ships were present at Pearl Harbour on 7 Dec 1941. 3 were lost in the war, 2 of them through typhoon in 1944 and the other ran aground in Alaska. The surviving ships from WWII were broken up after the war. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ",http://uboat.net/allies/warships/class/90.html
Gridley class,4,4,Destroyer,1860 BRT ,341 feet ,158 men ,"4 5"" guns 16 21"" torpedo tubes ",38.6 knots,Geared turbines. 2 screws ,"50,000 shp ","The Gridley class ships, 4 ships, was based on the Mahan class , using the same hull but only a single smoke stack and 16 torpedo tubes. They had a much improved power plants from the previous Mahan ships making them considerably faster. Gridley class destroyer made the highest recorded speed of any US Navy destroyer. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ",http://uboat.net/allies/warships/class/91.html
Fletcher class,175,175,Destroyer,2050 BRT ,376 feet ,350 men ,"5 5"" guns various smaller guns 5 21"" torpedo tubes 2 Hedge hogs ",35 knots,Geared-turbines ,60000 ,"This was the second class of destroyers, after Benson / Gleaves, built during the war. 175 of these were delivered in 2 years. They were slightly heavier than previous class and had increased anti-aircraft armament. These ships were popular with their crews and were successful, some being in service into the Vietnam war. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ",http://uboat.net/allies/warships/class/93.html
Allen M. Sumner class,70,70,Destroyer,2200 BRT ,370 feet ,336 men ,"6 5"" guns 10 21"" torpedo tubes 6 depth charge projectors 2 depth charge throwers ",34 knots,Geared-turbines ,60000 , ,http://uboat.net/allies/warships/class/94.html
Wickes class,79,79,Destroyer,1090 BRT ,314 feet ,113 men ,"4 4"" guns 2 3 pounders 12 21"" torpedo tubes ",35 knots,,, ,http://uboat.net/allies/warships/class/95.html
Clemson class,88,88,Destroyer,1215/1308 BRT ,314 feet ,122 men ,4 4inch guns 12 21inch torpedo tubes AA guns ,35 knots,Steam boilers or turbines ,26000 ,"These destroyers were the last ones built for the US Navy until the Farragut class came along 14 years later. They are most famous for being the ""flush-deckers"" of WWII - many of these being sold very expensively to Britain in 1940. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ",http://uboat.net/allies/warships/class/96.html
Furious class,1,1,Aircraft Carrier,22400 BRT ,758 feet (oa) ,1218 men ,"1939; 12 4"" AA (6x2) 24 2pdr AA (3x8) 36 aircraft ",30 knots,"Geared turbines, 4 shafts ",90000 HP ,"Originally designated as a light battlecruiser but first completed as a makeshift aircraft carrier, Furious was rebuilt with a lower hanger at the level of the previous forecastle deck and an upper hangar and flight deck above. A short flying-off deck was built over the bows, and the upper hanger opened up to this. There was no island until a small one was fitted during her 1939 refit and the boiler uptakes were led aft to discharge either side of the round down or lower hangar; this was an unsatisfactory arrangement and one not repeated in British fleet carriers as it led to problems with escaping heat and also meant that insufficient workshop space was available, so that part of the lower hangar ha to be used which meant a reduced numbers of aircraft could be carried. The short flight deck was disused before 1939 and the main flight deck, which was 91½in wide, had a usable length of 530ft, increased to 596 ft in 1943. The hangars measured 550ft lower, 52 ft upper x 50ft x 15ft; the two cruciform lifts were 46ft x 47ft, the forward one taking 12.500lb and the after 14.000lb and both serving either hangar. Petrol stowage, at 20.800gal, was limited. The flight deck was 1in steel and the total of other deck protection 2in max. The original bulges had been increased to improve stability but the system was only designed to stand 440lb TNT. Modifications: In 1939 Furious was completely rearmed with 12-4in. QF Mk 16 HA in twin mountings, and the 8-barrelled pompoms were increased to three. A fourth was added in April 1941 and subsequently 15-20mm Oerlikons were also added. In spite of her unsatisfactory features she gave good service during the war, and emerged virtually unscathed. In 1942 her bulges were deepened to improve stability, which increased extreme deep load displacement to 28.495 tonnes and GM from 2.5 to 4.9ft. ",http://uboat.net/allies/warships/class/97.html
Courageous class,2,2,Aircraft Carrier,22500 BRT ,787 feet (oa) ,1216 men ,"16 4.7"" AA guns (16x1) 24 2pdr AA (3x8) 48 aircraft ",30 knots,"Geared turbines, 4 shafts ",90000 HP ,"This class were rebuilt from light battlecruisers and were in many respect similar to Furious but differed in having an island and funnel on the starboard side of the flight deck. The short forward flight deck was given up in 1935-1936 and the main flight deck (which had the same usable dimensions as in Furious) had two catapults fitted which could launch 8000lb at 56 kts or 10.000lb at 52 kts. The upper and lower hangars were both 550ft long and did not have to be used for workshop space, whilst the two lifts were slightly larger at 46ft x 48ft. Petrol stowage was increased to 34.000gal. Deck protection was similar to that of Furious, and the ships were bulged largely for stability reasons, as the original beam was only 81ft. The system was designed to stand 440lb or TNT. The single pompoms were replaced by 3 8-barrelled ones in June 1935 in Glorious and a year later in Courageous, and the two ships could be distinguished by the much longer after round-down in Glorious. ",http://uboat.net/allies/warships/class/98.html
Ark Royal class,1,1,Aircraft Carrier,22000 BRT ,800 feet (oa) ,1570 men ,"16 4.5"" AA guns (8x2) 32 2pdr AA (4x8) 60 aircraft ",31 knots,"Geared turbines, 3 shafts ",102000 HP ,"HMS Ark Royal was the first large aircraft carrier to be laid down as such for the Royal Navy. There was a high continuous flight deck 56ft above the deep load waterline with an unusually long stern overhang, and an island and funnel to starboard. The flight deck was an integral part of the hull structure, serving as the upper strength deck, and had an usable area of 720ft x 95 ft. It was provided with two catapults that could launch 12.000lb at 66kts. There were two hangars measuring 568ft upper, 452ft lower x 60ft x 16ft, and three rectangular lifts, two measuring 45ft x 22ft and one 45ft x 25ft. These each had two platforms, of which the upper one travelled between the flight deck and the upper hangar and the lower one between the two hangars. This meant that it took three movements to transport aircraft from the flight deck to the lower hangar. Petrol stowage was 100.000gal. The belt was taken to the lower hangar deck abreast the funnel, to the upper deck fore and aft of this and to the lower deck by the forward and aft 4.5in magazines; there was a 3½in armour deck at the various levels of the upper edge and over the steering gear. There was a sandwich type underwater protection with a 1½in protective bulkhead 13ft 4½in from the side amidships. The system was designed to withstand a 750lb charge but trials while Ark Royal was building showed that the bulkhead stiffeners had to be modified. There were three boilers and three engine rooms, and it should be noted that the tactical diameter was undesirably large at 1010yds. The 4.5in guns were in open-backed mountings and apart from blast effects could fire across the flight deck. Two more 8-barreled pompom mountings were added in May 1941. ",http://uboat.net/allies/warships/class/99.html
Illustrious class,3,3,Aircraft Carrier,23000 BRT ,753 feet (oa) ,1229 men ,"16 4.5"" AA guns (8x2) 48 2pdr AA (6x8) 33 aircraft (later increased)  ",31 knots,"Geared turbines, 3 shafts ",111000 HP ,"This class were the first aircraft carriers with fully armoured hangars to be built for any navy, and an examination of the armouring shows that resistance to 6in shells or to a destroyer's guns at close range was at least as important as that to bombs. The weight of the armour permitted only one hangar, and the flight deck was 38ft above the deep load waterline. There was the usual island and funnel, and the flight deck had an effective length of 620ft in Illustrious and 670 ft in the other two, later increased to 740ft in all by reducing the round downs. The width remained 95ft, and there was a single catapult capable of launching 14.000lb at 66kn. The hangar measured 458ft x 62ft x 16ft and the two rectangular lifts (which could take 14.000lb) 45ft x 22ft. Petrol stowage was 50.540gal, which was insufficient for the 52-54 aircraft it was found possible to carry in 1944-45 using a permanent deck park with outrigger stowage. The belt amidships was taken to the hangar deck, to the flight deck only on the starboard side abreast the island, and to the upper deck for the last 30ft fore and aft. The hangar side armour was complete and extended well beyond the belt ends, merging with the belt only by the island, and the flight deck was 3in over the hangar armour and 1½in at the ends and below the island. The lifts were not armoured. The hangar deck was 1in outside the citadel where it formed the hangar floor and 3in-2½in between the hangar walls and the belt, whilst the lower deck was 3in aft. Underwater protection was similar to Ark Royal's but improved in detail, and the designed GM at deep load was 8.26ft. Tactical diameter was about 1050yds., and there were 3 boiler and three engine rooms. The 4.5in guns were in low crowned 'between decks' mountings. Modifications; The light AA armament was altered during the war Illustrious eventually having 40 2pdr (5x8), 3 40mm (3x1) and 52 20mm Oerlikons. Formidable had 482pdr (6x8), 12 40mm (12x1) and 34 20mm Oerlikons while Victorious had 40 2pdr (5x8), 21 40mm (2x4, 2x2, 9x1) and 45 20mm Oerlikons.  ",http://uboat.net/allies/warships/class/100.html
Eagle class,1,1,Aircraft Carrier,22600 BRT ,667 feet (oa) ,748 men ,"9 6"" guns (9x1) 4 4"" AA guns (4x1) 8 2pdr AA (1x8) 21 aircraft ",24 knots,"Geared turbines, 4 shafts ",50000 HP , ,http://uboat.net/allies/warships/class/103.html
Argus class,1,1,Aircraft Carrier,14450 BRT ,565 feet (oa) ,373 men ,"6 4"" AA guns (6x1) 20 aircraft ",20.25 knots,"Geared turbines, 4 shafts ",20000 HP ,Smaller (20mm) anti-aircraft armament was added during the war. ,http://uboat.net/allies/warships/class/104.html
Essex class,24,26,Aircraft Carrier,27100 BRT ,872 / 888 feet ,2631 men ,"12 x 5""/38AA DP guns (4x2,4x1). 32 x 40mm. 46 x 20mm. 82 Aircraft.  ",33 knots,"Geared turbines, 4 shafts ",150000 ,"The first 11 of this class were ordered in 1940. Later ships of this class (Long hull group) were of improved design, had stronger flight decks and better sub-division. ",http://uboat.net/allies/warships/class/105.html
Midway class,3,3,Aircraft Carrier,45000 BRT ,968 feet ,4104 men ,"16 5""/54 DP guns (16x1). 84 40mm AA guns (21x4). 68 20mm AA guns. 137 aircraft ",33 knots,"Geared turbines, 4 shafts ",212000 SHP , ,http://uboat.net/allies/warships/class/106.html
Commencement Bay class,19,23,Escort carrier,21397 BRT ,557 feet ,1054 men ,"2 5/38 DP guns (2x1). 36 40 mm AA (3x4, 12x2). 20 20 mm AA (20x1). 33 Aircraft. ",19 knots,Geared-turbines ,16000 hp ,Developed from the Sangamon-class  ,http://uboat.net/allies/warships/class/108.html
Sangamon class,4,4,Escort carrier,23875 BRT ,553 feet ,830 men ,2 single 5/51 DP guns. 16 40 mm AA (4x4). 12 single 20 mm AA. 36 Aircraft.  ,18 knots,Steam turbines 2 shafts ,13500 ,Converted from oilers ,http://uboat.net/allies/warships/class/109.html
Casablanca class,49,50,Escort carrier,10902 BRT ,490 feet ,764 men ,"1 5""/38 DP gun. 8 40mm AA (4x2). 12 20mm AA. 27 aircraft. ",19 knots,Reciprocating (VTE) engines 1 shaft ,9000 hp. , ,http://uboat.net/allies/warships/class/110.html
Long Island / Archer class,2,2,Escort carrier,16620 / 12860 (Archer) BRT ,492 feet ,408 / 555 (Archer) men ,"1 4 DP gun 2 3"" AA gun (2x1) 4 .50 Machine guns 16 aircraft Archer; 3 4 AA guns (3x1) 15 20mm AA 16 aircraft ",17.5 knots,"Diesel engine, 1 shaft ",8.500 HP ,HMS Archer is sometimes put in a class of her own. ,http://uboat.net/allies/warships/class/111.html
Avenger / Charger class,5,5,Escort carrier,15120 / 16000 (Charger) BRT ,492 feet ,550 / 856 (Charger) men ,3 4/50 DP guns. 19 20 mm AA. Charger; 1 5/38 DP gun. 4 single 3/50 AA guns. 4 quad 40 mm AA. Aircraft: 15 (Charger in US service up to 36). ,16.5 knots,Doxford diesels 1 shaft ,8500 hp ,"These ships were all built in the US in 1941-1942. One of them, USS Charger served in the U.S.N. ",http://uboat.net/allies/warships/class/112.html
Bogue class,18,18,Escort carrier,16620 BRT ,496 feet ,908 men ,"2 5"" DP guns (2x1) 10 20 mm AA (10x1) 24 aircraft ",18 knots,Steam turbines 1 shaft ,8500 hp ,These ships were known as the Bogue class in the USN and the Attacker class in the Royal Navy. ,http://uboat.net/allies/warships/class/113.html
Ameer class,23,23,Escort carrier,15646 BRT ,492.25 feet (oa) ,646 men ,"2 5"" DP guns. (2x1) 8 40mm AA (4x2) 20 20mm AA (10x2) 20 Aircraft ",18 knots,"Steam turbines, 1 shaft ",8500 HP ,These ships were known as the Repeat Bogue class in the USN and the Ameer (or sometimes Ruler) class in the Royal Navy.  ,http://uboat.net/allies/warships/class/114.html
Independence class,9,9,Light fleet carrier,13000 BRT ,618 feet ,1461 men ,"24 40 mm AA (2x4, 8x2). 16 20 mm AA (16x1). 45 aircraft. ",31.5 knots,"Geared turbines, 4 shafts. ",100000 SHP ,All of these ships were laid down as light cruisers of the Cleveland class but converted into small carriers while under construction.  ,http://uboat.net/allies/warships/class/115.html
Omaha class,10,11,Light cruiser,7050 BRT ,556 feet ,458 men ,"12 6""/53 guns (2x2, 8x1). 2 x 3""/50AA guns (2x1). 10 x 21"" torpedo tubes. ",35 knots,"Geared Turbines, 4 shafts ",90000 SHP , ,http://uboat.net/allies/warships/class/116.html
Northampton class,6,6,Heavy cruiser,9300 BRT ,600 feet ,621 men ,"9 8""/55 guns (3x3). 4 5""/25 AA guns (4x1). 6 x 21"" torpedo tubes (2x3). 4 Aircraft, 2 catapults. ",32.5 knots,"Geared turbines, 4 shafts ",107000 SHP , ,http://uboat.net/allies/warships/class/118.html
New Orleans class,7,7,Heavy cruiser,9950 BRT ,588 feet ,751 men ,"9 8""/55 guns (3x3). 8 5""/25 DP guns (8x1). 8 .5"" AA. 4 aircraft, 2 catapults. ",32.5 knots,"Geared turbines, 4 shafts ",107000 ,This class was very similar to the 2 ship Portland class that preceded it. ,http://uboat.net/allies/warships/class/119.html
Portland class,2,2,Heavy cruiser,9950 BRT ,610 feet ,621 men ,"9 8""/55 guns (3x3). 8 5""/25 AA guns (8x1). 8 .5"" AA. 4 aircraft, 2 catapults.  ",32.5 knots,"Geared turbines, 4 shafts ",107000 SHP , ,http://uboat.net/allies/warships/class/120.html
Brooklyn class,7,7,Light cruiser,9700 BRT ,608 feet ,868 men ,"15 6""/47 guns (5x3). 8 x 5""/25 DP guns (8x1). 8 x 0.5"" AA. 4 Aircraft. ",32.5 knots,"Geared turbines, 4 shafts ",100000 SHP , ,http://uboat.net/allies/warships/class/121.html
Atlanta class,4,4,Anti-aircraft cruiser,8340 BRT ,541 feet ,673 men ,"16 5""/38 DP guns (8x2). 12 1.1"" AA (3x4). 6 20 mm AA. 8 21 inch torpedo tubes (2x4). ",32.5 knots,"Geared turbines, 2 shafts ",75000 SHP ,Intended to replace the aging Omaha-class light cruisers. ,http://uboat.net/allies/warships/class/123.html
Cleveland class,27,28,Light cruiser,10000 BRT ,608 feet ,1255 men ,"12 x 6""/47 (4x3). 12 x 5""/38 DP (6x2). 28 x 40mm. 10 x 20mm. 4 Aircraft, 2 catapults. ",32.5 knots,"Geared turbines, 4 shafts ",100000 ,9 more ships were laid down as Cleveland class light cruisers but converted into Independence class light fleet carriers.  ,http://uboat.net/allies/warships/class/124.html
Baltimore class,14,18,Heavy cruiser,13600 BRT ,674 feet ,1426 men ,"9 8""/55 guns (3x3). 12 5""/38 DP guns (6x2). 48 40mm AA guns (12x4). 24 20mm AA guns. 4 aircraft, 2 catapults. ",33 knots,"Geared turbines, 4 shafts ",120000 , ,http://uboat.net/allies/warships/class/125.html
Oakland class,4,4,Anti-aircraft cruiser,8000 BRT ,541 feet ,700 men ,"12 5""/38 DP guns (6x2). 16 40mm AA (8x2). 16 20 mm AA. 8 21 inch torpedo tubes (2x4). ",32.5 knots,"Geared turbines, 2 shafts ",75000 SHP ,"Also known as ""Modified Atlanta-class"". ",http://uboat.net/allies/warships/class/126.html
Lexington class,1,2,Aircraft Carrier,40000 BRT ,850 feet ,1899 men ,"8 8"" guns 12 5"" guns 90 aircraft ",33 knots,Turbo electric ,180000 ,Saratoga carried 79 aircraft instead of 90 Lexington had. ,http://uboat.net/allies/warships/class/127.html
Alaska class,2,3,Large cruiser,34253 BRT ,809 feet ,1769 men ,"9 12""/50 guns (3x3). 12 5""/38 DP guns (6x2). 56 40mm AA (14x4). 34 20mm AA (34x1). ",33 knots,"Geared turbines, 4 shafts ",150000 SHP ,Peace-time complement was closer to 1370 men. This class of 6 ships (2 completed) was designed to counter the German pocket-battleships and Japanese armoured cruisers. They were not successful as they were almost as expensive to build and run as the Iowa class battleships but much less armoured. ,http://uboat.net/allies/warships/class/128.html
North Carolina class,2,2,Battleship,37484 BRT ,729 feet ,1880 men ,"As designed; 9 16""/45 guns (3x3). 20 5""/38 DP guns (10x2). 16 1.1"" AA (4x4). 18 .50 cal MG. 3 aircraft, 2 catapults. ",28 knots,"Geared turbines, 4 shafts ",121000 , ,http://uboat.net/allies/warships/class/129.html
South Dakota class,4,4,Battleship,37970 BRT ,680 feet ,1793 men ,"As designed; 9 16""/45 guns (3x3). 20 5""/38 DP guns (10x2). 12 1.1"" AA (3x4). 12 .50 cal MG. 3 aircraft, 2 catapults. ",27.5 knots,"Geared turbines, 4 shafts ",130000 SHP ,"South Dakota was fitted out as flagship and had only 16 5""/38 DP guns (8x2). ",http://uboat.net/allies/warships/class/130.html
Iowa class,4,6,Battleship,48110 BRT ,887 feet ,1911 men ,"9 16""/50 guns (3x3). 20 5""/38 DP guns (10x2). 76 40 mm AA (19x4). 52 20 mm AA (52x1). 3 aircraft, 2 catapults. ",33 knots,"Geared turbines, 4 shafts ",212000 ,"Possibly the most powerful battleships ever designed, though smaller than the Japanese Yamato-class the Iowa-class was much better equipped in many ways. ",http://uboat.net/allies/warships/class/131.html
Bangor class,128,128,Minesweeper,672 BRT ,180 feet ,60 men ,"1 3"" AA gun light AA armament varied ",16 knots,"Diesel motors / Reciprocating engines (VTE) / Geared turbines, 2 shafts ",2000 BHP / 2400 IHP / 2400 SHP ,"There were three variants of the class; Diesel engined, reciprocating engined and turbine engined. Displacement, dimensions and armament was not exactly the same for each variant. Photographs taken by Charles James Sadler, RCNVR. First Class Stoker, Official number V-4963. ",http://uboat.net/allies/warships/class/132.html
Prince class,3,3,Armed Merchant Cruiser,5736 BRT ,385 feet ,31 Officers + 386 men ,"4 6"" guns (4x1). 2 3"" AA guns (2x1). ",22 knots,"Geared turbines, 2 shafts ",14500 SHP , ,http://uboat.net/allies/warships/class/133.html
Round Table class,8,8,MS Trawler,440 BRT ,137 feet ,35 men ,1 12 pdr AA gun 1 20mm AA 2 MG AA (2x1) ,12 knots,"Reciprocating engine, 1 shaft ",600 HP , ,http://uboat.net/allies/warships/class/136.html
Llewellyn class,10,10,Minesweeper,228 BRT ,"36,3m ",23 men ,"2 0,5"" machine guns ",12 knots,,,Type I Motor Mine Sweepers (MMS). ,http://uboat.net/allies/warships/class/138.html
MMS I class,330,353,Minesweeper,225 BRT ,119 feet ,20 men ,"2 .5"" MG (1x2) ",12 knots,"Diesel, 1 shaft ",375 BHP ,"Displacement, dimensions and armament varied. ",http://uboat.net/allies/warships/class/139.html
Algerine class,111,128,Minesweeper,850 BRT ,225 feet ,85 men ,"1 4"" AA gun 4 20mm guns (4x1) ",16.5 knots,"Geared turbines, 2 shafts / Reciprocating (V.T.E.) engines, 2 shafts ",2000 SHP / 2000 IHP ,The Royal Canadian Navy ships of this class had no minesweeping gear fitted due to the fact that they served as convoy escorts during the war. ,http://uboat.net/allies/warships/class/140.html
Bathurst class,60,63,Minesweeper,1025 BRT ,186 feet ,80 men ,"1 4"" gun 1 40mm Bofors gun 2 20mm AA guns depth charges ",15 knots,,1750 ,"Armament of these ships was highly variable. Only 2 of these ships are still in existence, HMAS Castlemaine as a floating museum ship at Williamstown, Victoria, and HMAS Whyalla as a tourist display at Whyalla, South Australia. More info on this class can be found here .  ",http://uboat.net/allies/warships/class/141.html
Grimsby class,13,13,Sloop,990 BRT ,250 feet ,100 men ,"2 4.7""/45 guns (2x1). 1 3"" AA gun. 4 .5"" AA (1x4). Aberdeen; 4 4""/45 guns (4x1). 4 .5"" AA (1x4). Fleetwood; 4 4""/45 guns (2x2). 4 .5"" AA (1x4). ",16.5 knots,"Geared turbines, 2 shafts ",2000 SHP , ,http://uboat.net/allies/warships/class/142.html
Birmingham class,1,1,Light cruiser,5550 BRT ,463 feet ,462 men ,"After 1939 refit; 8 6"" guns (8x1) 3 4"" AA guns (3x1) ",25.5 knots,"Geared turbines, 2 shafts ",25000 , ,http://uboat.net/allies/warships/class/144.html
No specific class,54,54,Armed Merchant Cruiser, , , , ,,,,"These were a series of merchant vessels, ranging in size from 6000 tons to about 22,000 tons, taken over by the British Admiralty when the war broke out. Armament was very different but often they had 6 x 6inch guns as primary armament and 3inch guns as secondary. Many served as troopships from 1941 onwards. ",http://uboat.net/allies/warships/class/145.html
Gato class,77,77,Submarine,1526 / 2424 BRT ,312 feet ,6 + 54 men ,"Ten 21"" torpedo tubes, six forward, four aft, 24 torpedoes. one 3""/50 deck gun. two .50 cal. machine guns. two .30 cal. machine guns. ",20.25 / 8.75 kts knots (surfaced/submerged),Diesel / Electric 2 shafts ,5400 / 2740 hp.  (surfaced/submerged),"This class saw extensive service in the Pacific in the war, along with their siblings the Balao-class boats they served as the backbone of the US Submarine Service. ",http://uboat.net/allies/warships/class/146.html
Balao class,120,122,Submarine,1526 / 2414 BRT ,312 feet ,6 + 60 men ,"Ten 21"" torpedo tubes, six forward, four aft, 24 torpedoes. one 4""/50 deck gun. one 40mm gun. two .50 cal. machine guns. ",20.25 / 8.75 kts knots (surfaced/submerged),Diesel / Electric 2 shafts ,5400 / 2740  (surfaced/submerged),"This class saw extensive service in the Pacific in the war, along with their siblings the Gato-class boats they served as the backbone of the US Submarine Service. Submarines of this class that have detailed patrol info added are shown in bold in the list below.  ",http://uboat.net/allies/warships/class/147.html
Mackerel class,2,2,Submarine,825 / 1179 BRT ,239 feet ,4 + 34 men ,"Six 21"" torpedo tubes, 12 torpedoes. one 3""/50 deck gun. two .50 cal. machine guns. two .30 cal. machine guns. ",16 / 9 kts knots (surfaced/submerged),Diesel / Electric ,3360 / 1500 hp.  (surfaced/submerged), ,http://uboat.net/allies/warships/class/148.html
Tambor class,6,6,Submarine,1475 / 2370 BRT ,307 feet ,5 + 54 men ,"Ten 21"" torpedo tubes, six forward, four aft, 24 torpedoes. one 3""/50 deck gun. two .50 calibre machine guns. two .30 calibre machine guns. ",20 / 8 kts knots (surfaced/submerged),Diesel / electric 2 shafts ,5400 / 2740 hp.  (surfaced/submerged),The second batch of ships (names starting with the letter G) had a slightly larger fuel capacity. ,http://uboat.net/allies/warships/class/149.html
Sargo class,10,10,Submarine,1450 / 2350 BRT ,310 feet ,5 + 50 men ,"Eight 21"" torpedo tubes, 24 torpedoes. one 3""/50 deck gun. two .50 calibre machine guns. two .30 calibre machine guns. ",20 / 7.75 kts knots (surfaced/submerged),Diesel / Electric 2 shafts ,5500 / 2740 hp  (surfaced/submerged), ,http://uboat.net/allies/warships/class/150.html
Salmon class,6,6,Submarine,1449 / 2198 BRT ,308 feet ,5 + 50 men ,"Eight 21"" torpedo tubes, 24 torpedoes. one 3""/50 deck gun. two .50 calibre machine guns. two .30 calibre machine guns. ",21 / 9 kts knots (surfaced/submerged),Diesel / Electric 2 shafts ,5.500 / 3.300 hp.  (surfaced/submerged), ,http://uboat.net/allies/warships/class/151.html
Perch class,6,6,Submarine,1330 / 1997 BRT ,301 feet ,5 + 45 men ,"Six 21"" torpedo tubes, 18 torpedoes. one 3""/50 deck gun. two .50 cal machine guns. four .30 cal machine guns. ",19.25 / 8.75 kts knots (surfaced/submerged),Diesel / Electric 2 shaft ,4300 / 2366 hp.  (surfaced/submerged), ,http://uboat.net/allies/warships/class/152.html
Narwhal class,2,2,Submarine,2730/3960 BRT ,371 feet ,88 men ,6 torpedo tubes (6/4) 2 6inch deck gun AA guns ,"17/8,5 knots (surfaced/submerged)",Diesels ,5450/2450  (surfaced/submerged), ,http://uboat.net/allies/warships/class/153.html
